/en/vacancies/detail/10389411/?source=vacancy_search,"System Specialist IT (Allrounder)Coopers Group AGZürich 20 Mai","System Specialist IT Allrounder Für unseren Kunden eine Bank in Zürich suchen wir eine n erfahrene n motivierte n und aufgeschlossene n Ihre Aufgaben Unterhalt des bestehenden scriptbasierten DWH Frameworks System Administration in einem komplexen Umfeld Administration auf Script und Betriebssystemebene von Informatica PowerCenter AIX Informatica TDM Linux sowie Collibra Linux und Axiom Server Linux Aufbau Betrieb und Migration von Tableau Server Windows Performance Optimierung von komplexen Abfragen Ihr Profil Sie verfügen über einen Abschluss in Informatik Wirtschaftsinformatik oder einem verwandtem Fachgebiet Sie verfügen über mindestens 5 Jahre Erfahrung in der System Administration Sie verfügen über sehr gute Unix Kenntnisse AIX von Vorteil Sie bringen Erfahrung in der Administration von PowerCenter und Tableau von Informatica mit Sie kennen sich sehr gut mit Shell Scripting awk sed und perl mit Fokus auf File parsing sowie Prozesssteuerung aus Sie bringen sehr gute Kenntnisse im Oracle Umfeld mit insbesondere im Tuning komplexer Abfragen Ausserdem verfügen Sie über gute PL SQL Kenntnisse Sie sind ein kommunikative r Teamplayer in und bringen sich proaktiv ein Sie verfügen über ein hoch ausgeprägtes vernetztes Denkvermögen Sie verfügen über fliessende Deutschkenntnisse sowie sehr gute Englischkenntnisse Elena Jansky Talent Acquisition Consultant"
/en/vacancies/detail/10317778/?source=vacancy_search,"ServicetechnikerGlobal Personal Partner AG, Filiale SolothurnRegion Bern 21 May","Servicetechniker EINFÜHRUNG Unser Beruf und unsere Leidenschaft HR Management Global Personal ist ein eigenständiges Unternehmen der Interiman Group SA mit über 100 Mitarbeitenden die an 21 Standorten in der Deutschschweiz ein komplettes Programm von Dienstleistungen im Bereich Human Resources anbieten Ihr neuer Arbeitgeber ist einer der führenden Instandhaltungsdienstleistungs unternehmer in der Region Bern Aufgrund der sehr guten Auftragslage suchen wir per sofort eine fachlich ausgewiesene Persönlichkeit Vollzeitanstellung m w mit Erfahrung als AUFGABENBESCHREIBUNG Instandhaltung von Anlagen und Maschinen Beheben von Störungen Schadenanalyse bei Antriebssystemen Revisionsarbeiten von Getriebe und Trommelmotoren Bereitschaft zu Pikettdienst Allg Werkstattarbeiten ERFORDERLICHES PROFIL Abgeschlossene technische Ausbildung Erfahrung in der Instandhaltung von Getrieben Pneumatik und Hydraulikkenntnisse Kenntnisse in der Elektrotechnik sind von Vorteil Muttersprache Deutsch Zuverlässige speditive und lösungsorientierte Arbeitsweise Ihr Arbeitgeber bietet Ihnen eine interessante und abwechslungsreiche Tätigkeit in einem erfahrenen und gut geführten Unternehmen Wenn Sie sich angesprochen fühlen freut sich die beauftragte Beraterin Frau Jessica Rüfli auf Ihre vollständige Bewerbung bevorzugt in elektronischer Form inkl Foto "
/en/vacancies/detail/10387224/?source=vacancy_search,"FaGe EFZ temporärGlobal Medical AG, BernRegion Bern, Deutschschweiz 19 May","FaGe EFZ temporär EINFÜHRUNG Unser Beruf und unsere Leidenschaft HR Management Global Medical ist ein eigenständiges Unternehmen der Interiman Group SA mit über 100 Mitarbeitenden die an 21 Standorten in der Deutschschweiz ein komplettes Programm von Dienstleistungen im Bereich Human Resources anbieten Für unseren Kunden suchen wir ab sofort oder nach Vereinbarung eine einen FaGe EFZ temporär AUFGABENBESCHREIBUNG Zuständig für die individuelle Betreuung und Pflege der Bewohnenden Schreiben von Pflegedokumentationen Behandlungspflegerische und medizinaltechnische Verrichtungen ERFORDERLICHES PROFIL Ausbildung als Fachfrau mann Gesundheit EFZ Deutschkentnisse in Schrift und Wort Engagierte und motivierte Persönlichkeit Schnelles Auffassungsvermögen Haben wir Ihr Interesse geweckt Dann freuen wir uns auf Ihre vollständige Online Bewerbung mit Foto zur vertraulichen Einsichtnahme Per Post zugestellte Unterlagen werden berücksichtigt aber aus administrativen Gründen nicht zurückgeschickt Für weitere Informationen steht Ihnen Frau Mara Scherrer Recruiting Consultant Medical gerne zur Verfügung "
/en/vacancies/detail/10389555/?source=vacancy_search,"Technician 3 / Measurement technician QC/QAJohnson & JohnsonZuchwil 20 Mai",""
/en/vacancies/detail/10388108/?source=vacancy_search,"OP-Lagerungsfachmann / OP-Lagerungsfachfrau 100%Hirslanden Klinik StephanshornSt. Gallen 20 Mai","Die führende Privatklinikgruppe setzt mit ihren 17 Kliniken interdisziplinären medizinischen Kompetenzzentren und spezialisierten Instituten Standards Erstklassige medizinische Leistungen und das Wohl des Menschen stehen für uns im Mittelpunkt OP Lagerungsfachmann OP Lagerungsfachfrau 100 Klinik Stephanshorn nach Vereinbarung IHRE AUFGABEN Verantwortung für die korrekte und operationsspezifische Lagerung des Patienten in unterschiedlichen chirurgischen Fachbereichen Sicherstellung der OP Bereitschaft durch vor und nachbereitende Massnahmen für die Operation Bedienung und Pflege der Geräte Pflege der Operationstische und Lagerungsmaterialien IHR PROFIL Berufserfahrung im medizinischen Bereich Idealerweise Weiterbildung zum Fachmann frau OP Lagerungspflege Gute körperliche Konstitution und Freude am Umgang mit Menschen Organisatorisches Geschick Eigeninitiative Zuverlässigkeit Bereitschaft zu periodischen Pikettdiensten Wir bieten abwechslungsreiche Tätigkeiten in einem dynamischen und kompetenten Arbeitsumfeld Es erwartet Sie zudem eine moderne Infrastruktur fortschritliche Anstellungsbedingungen sowie attraktive Weiterbildungs und Entwicklungsmöglichkeiten Unsere neuen Mitarbeitenden werden systematisch und umfassend in ihre neuen Aufgaben eingeführt Die physische emotionale und mentale Gesundheit unserer Mitarbeiterinnen und Mitarbeiter liegt uns besonders am Herzen Auch deshalb sind wir seit 2018 mit dem Qualitätslabel Friendly Work Space zertifiziert und setzen uns laufend neue Ziele Für zusätzliche Informationen steht Ihnen Tina Morovic Leiterin Operationssaal unter T 41 71 282 78 50 gerne zur Verfügung Wir freuen uns auf Ihre Kontaktaufnahme "
/en/vacancies/detail/10389699/?source=vacancy_search,"Professional Software-Testengineer min. CHF 90'000.00Employ Me AGRaum Zürich 20 May","Vermittelt Verbindet Verlässlich Professional Software Testengineer min CHF 90 000 00 Fest MEIN PROFIL Ausbildung in Informatik Stufe HF FH Drei Jahre Berufserfahrung als Software Testengineer Sehr gutes Verständnis mit Python und NET Erfahrung im Software Testing von Vorteil Gute Deutsch und verhandlungssichere Englischkenntnisse DAS ANGEBOT Grossunternehmen im Bereich Sicherheits und Zutrittstechnik Professionelles Team Homeoffice möglich Flexible Arbeitszeiten in einer 40 Std Woche 25 Tage Ferien Bruttojahressalär ab CHF 90 000 00 110 000 00 Qualifikationsabhängig MEINE AUFGABEN Entwickeln von hochwertigen Testabläufen und Optimieren bestehender Testframeworks Betreuen der Embedded Software und Sicherung deren Qualität im Team Agiles Vorgehen bezüglich Testautomatisierung und Aufgabestellungen Aktives Austauschen im Entwicklerteam und erfassen von Dokumentationen Robin Gunzinger"
/en/vacancies/detail/10391002/?source=vacancy_search,"Sachbearbeiter (w/m/d) im Bereich Rechnungswesen Schweiz, TeilzeitHelvetia VersicherungenSt. Gallen 21 May","Was in vielen anderen Unternehmen nur leere Versprechen sind ist bei uns oberste Regel Los Es steht für das Vertrauen das wir in unsere Mitarbeitenden und deren Fähigkeiten setzen Denn wir sind überzeugt dass ein gemeinsamer Erfolg nur möglich ist wenn jeder den nötigen Freiraum bekommt Talente bestmöglich einzusetzen Das bringt nicht nur Dich persönlich weiter sondern das gesamte Unternehmen Wir freuen uns auf Deine Bewerbung Sachbearbeiter w m d im Bereich Rechnungswesen Schweiz Teilzeit Sachbearbeiter w m d im Bereich Rechnungswesen Schweiz Teilzeit Deine Verantwortung Zuständig für einen reibungslosen Kreditorenprozess von der Vorerfassung von Rechnungen bis hin zur Verbuchung Behandlung von Sonderfällen Bearbeitung der Team Mailbox Tätigen von Abklärungen intern wie extern Unterstützung des Teams im Tagesgeschäft und bei ad hoc Tätigkeiten Arbeitspensum 60 80 idealerweise verteilt auf 4 bis 5 Arbeitstage pro Woche Deine Qualifikation Abgeschlossene kaufmännische Lehre Mehrjährige Berufserfahrung im Büro Wiedereinsteiger w m d Willkommen Gute MS Office Kenntnisse Zuverlässige saubere und effiziente Arbeitsweise mit hoher Qualitätsorientierung Sehr gute Deutschkenntnisse weitere Sprachen von Vorteil Kommunikativer Teamplayer St Gallen Teilzeit Mit Berufserfahrung nach Vereinbarung Barbara Ritter Ganz Recruiting Partner Mache den ersten Schritt und bewerbe dich ausschliesslich online Wir berücksichtigen nur Direktbewerbungen Kennst Du schon deine zukünftige Führungsperson https www linkedin com in fabio bertschinger 842bb8187 Arbeiten bei Helvetia Wir bei Helvetia suchen Menschen mit Ecken und Kanten Echte Persönlichkeiten die mit Herz bei der Sache sind mutig vorangehen und nicht davor zurückschrecken mal auf Gegenwind zu stoßen Denn nur wer Neues ausprobiert und daraus lernt bringt sich selbst und das gesamte Unternehmen weiter Dieses Vertrauen schenken wir all unseren Mitarbeitenden und genau das macht Arbeiten bei Helvetia auch so besonders Wir sagen dazu Los 362"
/en/vacancies/detail/10390143/?source=vacancy_search,"Senior Relationship Manager (m/w, 100%)Stellenwerk AGLiechtenstein 20 Mai"," Massgeschneiderte HR Lösungen dafür steht Stellenwerk seit über 15 Jahren Die Handelszeitung hat uns auch 2021 wie bereits in den letzten vier Jahren mit dem Punktemaximum im Bereich Professional Search ausgezeichnet Wir sind auch Ihr Ansprechpartner wenn es z B um Outplacement Direktansprachen und Saläradministration geht Mit Sitz in Zürich und Chur sind wir für Sie in der gesamten Deutschschweiz tätig Für unsere Auftraggeberin eine erfolgreiche stark expandierende Privatbank in Liechtenstein mit mehr als 20 Jahren Marktpräsenz suchen wir mehrere erfahrene Private Banking Profis als Senior Relationship Manager m w 100 Besitzen Sie die Gabe proaktiv auf Menschen zuzugehen und diese für sich gewinnen zu können Ist Ihnen eine langjährige und nachhaltige Kundenbeziehung wichtig Schätzen Sie eine überschaubare Firmengrösse mit kurzen Entscheidungswegen und spannenden Perspektiven Wenn ja dann lesen Sie bitte weiter Ihr interessanter Tätigkeitsbereich im umfasst u a Selbständige Akquisition und Betreuung von vermögenden Privatkunden Aufbau eines eigenen Kundenbuchs Bedürfnisgerechte und ganzheitliche Betreuung und Beratung von Kunden im Anlagegeschäft Ausarbeitung von Anlagevorschlägen Abwicklung von Tagesgeschäft mit Unterstützung einer kompetenten Assistenz Aktive Zusammenarbeit und reger Austausch mit internen Fachstellen Bereitschaft zur Reisetätigkeit Mitwirkung bei Kundenanlässen Für diese Position bringen Sie folgendes Profil mit Hochschulabschluss vorzugsweise Betriebswirtschaft oder abgeschlossene Bankausbildung mit fachspezifischer Weiterbildung Mehrjährige und erfolgreiche Berufserfahrung als Privatkundenbetreuer Ausgezeichnete Markt und Produktkenntnisse im Anlagesektor Ausgewiesene Akquisitionsfähigkeiten und sehr gutes Kundennetzwerk Kommunikative vertrauensvolle und gewinnende Person mit sicherem Auftreten und ausgezeichneten Umgangsformen Selbständiger strukturierter zielstrebiger und teamorientierter Arbeitsstil Ausgeprägte Kunden und Serviceorientierung Pragmatiker mit Umsetzungsqualitäten und Bereitschaft Extra Meile zu gehen Stilsicheres Deutsch und Englisch in Wort und Schrift weitere Fremdsprachen sind willkommen Geboten werden Ihnen Partnerschaftliche Zusammenarbeit Flexibilität betr Ihrem Marktsegment Junge Geschäftsleitung mit innovativem Mindset Offene Kultur pragmatische Vorgehensweise dynamisches und familiäres Arbeitsumfeld Attraktives Fixum mit interessanten Fringe Benefits und Beteiligungsmöglichkeit an Bank Zeichnen Sie sich überdies durch Ihre Zuverlässigkeit und Ihre ausgeprägte Eigeninitiative aus Dann bewerben Sie sich jetzt Bewerbungen per Post können leider nicht berücksichtigt werden Wir garantieren absolute Diskretion Ihre Ansprechperson Herr Tim Shipman Senior Consultant 41 44 365 77 44 Stellenwerk AG Herr Tim Shipman Senior Recruitment Consultant Stampfenbachstrasse 40 8006 Zürich"
/en/vacancies/detail/10386817/?source=vacancy_search,"System Administrator (100%) - m/w/dGlobal IT AGBern, Zurich 19 Mai",""
/en/vacancies/detail/10385933/?source=vacancy_search,"Zeichner EFZ Fachrichtung Ingenieurbau (w/m)Schnetzer Puskas Ingenieure AG BernBern 19 May",""
